# ECDICT bc015ed2e24a7abef49fc6dbbb7fe32c1dadaf8b | sha256 1a6947e04785db63613a92e14903cdae7954f7e84860b10e68e5c7cbb3f9c3cf | pack bnc | entries 40470
embark	im'bɑ:k	vi. 乘船，着手，从事，上飞机vt. 使上船，使上飞机，使从事
spanking	'spæŋkiŋ	a. 清爽的，疾行的，强烈的adv. 显著地n. 拍击，打屁股
solicitously	sə'lɪsɪtəslɪ	adv. 热心地，热切地
slobber	'slɒbә	vi. 垂涎，流口水，情不自禁地说vt. 流口水弄湿，口齿不清地说，处事马虎n. 口水，涎，过分动情的话，语无伦次的话
simper	'simpә	n. 假笑，傻笑，痴笑vi. 假笑，傻笑，痴笑vt. 假笑着说
shortish	'ʃɒ:tiʃ	a. 相当短的
shoplift		vi.vt. 入店偷窃商品
schemer	'ski:mә	n. 计划者，阴谋家[法] 阴谋家，计划人，设计人
remediable	ri'mi:djәbl	a. 可治疗的，可矫正的，可补救的[医] 可治疗的
reintegrate	ri'intigreit	vt. 使重新统一，恢复，重建，复兴
reddened	ˈrednd	v. （使）变红（ redden的过去式和过去分词 ）; （由于羞愧、愤怒、天气热等）脸变红
ravenously	'rævənəslɪ	adv. 大嚼地，饥饿地
quantified	ˈkwɔntifaid	v. 确定…的数量（ quantify的过去式和过去分词 ）
putsch	'putʃ	n. （德）起义；暴动；叛乱
plated	'pleitid	a. 镀金的，装甲的，被覆镀的
pirouet		[人名] 皮鲁埃
photographically	ˌfəʊtə'ɡræfɪklɪ	摄影术地
overeat	.әuvәr'i:t	vt. （使）吃过量
overcapacity	.әuvәkә'pæsәti	n. 生产能力过剩[经] 生产能力过利，设备过利
minx	miŋks	n. 轻佻女子，风骚女子
meccano	mә'kɑ:nәu	（儿童）钢件结构玩具（商标名）
marketability	.mɑ:kitә'biliti	n. 可销售，市场性[经] 变现性，销路，适销性
litmus	'litmәs	n. 石蕊[化] 石蕊
jeering		a. 嘲弄的
indigent	'indidʒәnt	a. 贫乏的，穷困的
indelicate	in'delikit	a. 无教养的，粗俗的，不雅的
impermanence	im'pә:mәnәns	n. 暂时，无常
hollowly	'hɒlәuli	adv. 凹陷地，空心地，不诚实地
grater	'^reitә	n. 磨擦者，磨光机，粗齿木锉[医] 锉屑器，锉刀
glycerine	'^lisәri:n	n. 甘油，丙三醇[化] 甘油
gladioli	ˌɡlædɪ'əʊlaɪ	n. 剑兰，唐菖蒲（ gladiolus的名词复数 ）
gentian	'dʒenʃiәn	n. 龙胆属植物，黄龙胆根[化] 龙胆
gainfully	'ɡeɪnfəlɪ	adv. 有利益地，有收入地
gainful	'geinful	a. 有利益的，唯利是图的
freeby	'fri:bi	n. 免费赠品（尤指戏院赠券）
fey	fei	a. 注定要死的
extracted	iks'træktid	a. 引出的；萃取的
discharged	dis'tʃɑ:dʒd	a. 放电的；泻出的
dichotomous	dai'kɒtәmәs	a. 二分的，叉状分枝的[医] 二分的; 二叉的，二歧的
dearie	'diәri	n. 可爱的小宝贝，亲亲
damnable	'dæmnәbl	a. 可诅咒的，该死的
crinoline	'krinәlin	n. 裙衬
cooled	ku:ld	a. 冷却的v. （使）变凉（ cool的过去式 ）; （使）冷静
conjectural	kәn'dʒektʃәrәl	a. 推测的，好推测的
chiropody	ki'rɒpәdi	n. 足病学[医] 手足医术
catcall	'kætkɒ:l	n. 不满之声，嘘声v. 发嘘声
cassock	'kæsәk	n. 法衣，袈裟
boringly		adv. 无趣地；沉闷地
aspic	'æspik	n. 花色肉冻[机] 薰衣草
aloe	'ælәu	n. 芦荟，芦荟叶汁[化] 芦荟(Alo); 芦荟树脂
agonizingly	'ægənaiziŋli	adv. 使人烦恼地；苦闷地
vito	'vi:tәj	n. 维托（男子名）
tomas		n. 托马斯
redding		n. 干熏鲱鱼n. (Redding)人名；（英）雷丁v. 整理；清理（redd的ing形式）
rj		abbr. 交叉路口（road junction）
popplewell		n. (Popplewell)人名；（英）波普尔韦尔
ogilvie		n. (Ogilvie)人名；（英）奥格尔维；（西）奥希尔维奥格尔维
novello		n. (Novello)人名；（英、意）诺韦洛
montevideo	.mɒntә'vidiәu	n. 蒙得维的亚
mata		n. 马塔（足球运动员）；枯叶龟
denzil		n. (Denzil)人名；（英）登齐尔
barnaby	'bɑ:nәbi	n. 巴纳比(m.)
visage	'vizidʒ	n. 脸，面貌，容貌
underestimation		n. 低估[经] 对……估价过低
twopence	'tʌpәns	n. 两便士，两便士银币
twitchy	ˈtwɪtʃi	a. 抽搐的，抽动的，痉挛性的； 焦躁不安的
sputter	'spʌtә	n. 喷溅声，劈啪声，语无伦次vi. 唾沫飞溅，结结巴巴地讲，发劈啪声vt. 喷出，飞溅出，气急败坏地说
sprained	spreɪnd	v. 扭伤（关节）（ sprain的过去式和过去分词 ）
sleepwalk	'sli:pwɔ:k	vi. 梦游
shouted	'ʃaʊtɪd	v. 呼，喊，叫（ shout的过去式和过去分词 ）; 大声讲
shivery	'ʃivәri	a. 颤抖的，令人悚然的，寒冷的，易碎的
sealer	'si:lә	[计] 密封层，密封器[化] 表面保护层
salesmanship	'seilzmәnʃip	n. 售货，售货术，推销，推销术，游说，游说术，善于推销[经] 推销术，售货术
reclassification	ri:.klæsifi'keiʃәn	n. 重新分类；再次分级
nubile	'nju:bail	a. 适婚的[医] 适合结婚的
meth	meθ	n. 甲安菲他明（一种兴奋剂）
lecher	'letʃә	n. 好色之徒
interweaving	ˌɪntəˈwi:vɪŋ	v. 使（与…交织）（ interweave的现在分词 ）
insolently		adv. 粗鲁地；无礼地；自傲地
guileless	'gailis	a. 不狡猾的，诚实的
fixity	'fiksәti	n. 固定性，不变性，固定物[医] 固定，入盆（指胎儿头）
fishnet		n. 鱼网，伪装网
figuration	.figju'reiʃәn	n. 定形，成形
enunciation	i.nʌnsi'eiʃәn	n. 说明，发音，宣布
electro	i'lektrәu	n. 电镀物品
chartist	'tʃɑ:tist	n. 宪章派，宪章运动者[经] 图解专家
canonise	'kænәnaiz	vt.<主英>= canonize
busty	'bʌsti	a. 大胸脯的，胸部丰满的
wim		n. (Wim)人名；（德、荷、南非）维姆abbr. 动态称重（Weigh-in-Motion）；无线身份识别模块技术（Wireless Identity Module）；密语及时通（WoW Instant Messenger）
rawson		罗森
pacino		n. (Pacino)人名；（西）帕西诺；（意）帕奇诺
mcshane		n. (McShane)人名；（英）麦克沙恩
littlehampton		利特尔汉普顿
keir	kiә	n. （kier之变体）漂染缸，煮布锅
jw		abbr. 水套（jacket of water）
galsworthy	'^ɔ:lzwә:ði	高尔斯华绥（①姓氏 ②John, 1867-1933, 英国小说家，剧作家，曾获1932年诺贝尔文学奖）
coppola		n. 科波拉（姓）
claydon		n. (Claydon)人名；（英）克莱登
cheetham		n. (Cheetham)人名；（英）奇塔姆
bruton		n. (Bruton)人名；（英）布鲁顿；（法）布吕东
bluebird	'blu:bә:d	n. 蓝色鸣鸟（北美产）
batley		n. (Batley)人名；（英）巴特利
amadeus	a'madiəs	n. 莫扎特（奥地利作曲家）；莫扎特传（电影名）；阿玛迪斯（唱片公司品牌）
airey		艾雷（人名）
agamemnon	.ægә'memnәn	n. 阿伽门农（特洛伊战争中希腊统帅）
yam	jæm	n. 山药，薯蓣[医] 薯蓣属植物
workspace		[计] 工作区
whinny	'hwini	n. 马嘶声vi. 嘶vt. 带着嘶声说
tine	tain	n. 齿，尖头
tantalise	'tæntәlaiz	vt. 诱发无法实现的希望，使干着急，惹弄，逗惹，逗弄
streetlight	'stri:tlait	n. 街灯，路灯
sobriquet	'sәubrikei	n. 绰号
protectiveness	prə'tɛktɪvnɪs	保护性
paramedic	'pærәmedik	n. 伞兵军医，伞降急救人员
ova	'әuvә	卵，卵细胞，卵子[医] 卵
milliner	'milinә	n. 女帽制造商
interrogative	.intә'rɒgәtiv	n. 疑问词，问号a. 疑惑的，疑问的
inseparably	in'sepәrәbli	adv. 不能分离地，不可分地
industrialize	in'dʌstriәlaiz	vt. 使工业化vi. 实现工业化
industrialise	in'dʌstriәlaiz	vi.vt. （使）工业化
horsey	'hɔ:si	a. 马的；似马的（等于sorsy）
godforsaken		a. 被上帝抛弃的，堕落的，邪恶的，倒霉的，凄凉的，荒凉的
existentialist	,e^zis'tenʃәlist	n. 存在主义者
crystallography	.kristә'lɒgrәfi	n. 结晶学[化] 晶体学; 结晶学
conjoin	kәn'dʒɒin	v. （使）结合，（使）连结，（使）联合
tucson	tu:'sɔn	n. 图森（美国亚利桑那州南部城市）
toynbee	'tɔinbi	托因比（姓氏）
scorsese		斯科塞斯（人名）
scarlett	'ska:lət	n. 斯嘉丽（女子名或《飘》中的女主人公）
rl		[计] 现实社会
pontius		n. (Pontius)人名；（英）庞修斯
overton		奥弗屯（英国城市）
milwaukee	mil'wɔ:ki,(:)	n. （美国）密尔沃基
malibu	'mælibu:	n. 马里布（加州地名）
iliad	'iliәd	n. 伊里亚特（相传为荷马所做的古希腊史诗）
havers		n. (Havers)人名；（英、德）哈弗斯
chantilly	ʃæn'tili	n. 尚蒂伊（位于法国北部）；尚蒂伊瓷器；尚蒂伊细花花边；奶油泡芙
broadland		[地名] [美国] 布罗德兰
bader		n. 巴德（姓氏名）
avila		n. 阿维拉（西班牙中部的古城）；阿维拉（男子名）；阿维拉粘胶草杆纤维
antioch	'æntiɔk	n. 安提俄克（古叙利亚首都，现土尔其南部城市）
unconscionable	.ʌn'kɒnʃәnәbl	a. 不受良心支配的，不合理的，过度的
treeline	ˈtri:laɪn	n. 树木生长线（按海拔标示的树木生长上限）
translated		n. 译本
sodding	ˈsɒdɪŋ	v. 给予帮助（ succor的过去式和过去分词 ）; 激动，大怒; 强压怒火; 生闷气(~with sth|~ at sth)
scampi	'skæmpi	n. 挪威海螯虾
rolex		n. 劳力士手表（瑞士手表品牌）
recondition	.ri:kәn'diʃәn	vt. 修理，修复[经] 修理，检修，改善
plunger	'plʌndʒә	n. 跳水者，潜水者，活塞[电] 活柱
paramedical	,pærә'medikәl	[医] 关系医学的，与医学有关的
oligopoly	.ɒli'gɒpәli	n. 求过于供的市场情况，寡头买主垄断
modernized	'mɒdə(:)naɪzd	v. 使现代化，使适应现代需要（ modernize的过去式和过去分词 ）; 现代化，使用现代方法
junket	'dʒʌŋkit	vi. 用公费游山玩水，设宴vt. 宴请n. 凝乳食品，用公费游山玩水，宴请
joust	dʒaust	n. 马背长矛打斗，格斗vi. 进行马上长矛比武
interplanetary	.intә'plænitәri	a. 行星间的，太阳系内的
intermarriage	.intә'mæridʒ	n. 异族结婚，近亲结婚[医] 血族婚姻，异种结婚
inelegantly	ɪn'elɪɡəntlɪ	adv. 不优美地
immortalize	i'mɒ:tәlaiz	vt. 使不灭，使名垂千古
hydraulically		adv. 透明质地
gateau		n. 精美的大奶油蛋糕
floater	'flәutә	n. 漂浮者，漂浮物，（企业等的）筹资开办者[法] 发行人，发起人，流动证券
elapsed		v. 时间过去；消逝（elapse的过去分词）
coot	ku:t	n. 白骨顶（鸟）, 笨人，傻瓜
condenser	kәn'densә	n. 凝结器，冷凝器，缩写者[化] 聚光器; 电容器; 冷凝器; 冷凝塔
capitalization	.kæpitәlai'zeiʃәn	n. 资本化，资本总额，本金化，大写[经] （收益的）资本化，资本总额
bituminous	bi'tju:minәs	a. 含沥青的[医] 沥青的
pierrot	'piәrәu	n. 走江湖的丑角
leics		abbr. Leicestershire
hills		n. 丘陵（hill的复数形式）
farrer		法雷尔（人名）
eindhoven	'aint,həuvən; 'eint-	n. 埃因霍温（荷兰南部城市）
baldock		n. (Baldock)人名；（英）鲍多克
watermelon	'wɒtә.melәn	n. 西瓜
uterine	'ju:tәrin	a. 子宫的，同母异父的[医] 子宫的
unidirectional	,ju: nidi'rekʃәnәl, - dai-	a. 单向性的[计] 单向的
ungracious	.ʌn'greiʃәs	a. 无礼貌的，不和蔼的，没有吸引力的
unceasingly	ʌn'si:sɪŋlɪ	adv. 继续地，不断地; 不已
triennial	trai'eniәl	a. 每三年一次的n. 三年生植物，三年发生一次的事
transforming	trænsˈfɔ:mɪŋ	v. 改变（ transform的现在分词 ）; 使改变形态，使改变外观（或性质）, 使改观
tautology	tɒ:'tɒlәdʒi	n. 同义反复，赘述，重言式[计] 重言式
tailed	teild	a. 有……尾的，去掉尾的，有……状尾的[计] 尾部，尾标，结束符
strobe	strәub	n. 闪光，频闪仪，频闪管
splitter	'splitә	n. 进行劈（切、割）的人，劈裂机，分离机，分解器[化] 分流器; 导流板; 片皮机
showjumping	ˈʃəʊdʒʌmpɪŋ	n. 超越障碍马术比赛
reserving		v. 保留；预约；推迟（reserve的ing形式）
radiologist	.reidi'ɒlәdʒist	n. 放射学者[医] 放射学家
lint	lint	n. 绷带用麻布，皮棉[医] 绒布（外科用布）
libellous	'laibәlәs	a. 诽谤的，败坏名誉的，爱诽谤的，诽谤性的[法] 诽谤的，诽谤性的，中伤的
itching	'itʃiŋ	a. 渴望的，痒的[医] 痒，瘙痒
gymnastic	dʒim'næstik	a. 体操的，体育的
grimness	'grimnis	n. 严格，冷酷，严峻
godparent	'gɒdperәnt	n. 教父或教母
gentrification	ˌdʒentrifiˈkeiʃən	n. 中产阶级化
gammon	'gæmәn	n. 腌猪后腿，胡说vt. 腌，欺骗vi. 胡说，作假interj. 胡说八道
fertilised	'fə:tilaiz	vt. 使受精；施肥于；使肥沃
erotica	i'rɔtikә	n. 色情作品[法] 色情书籍，色情画，淫画
ein		[计] 欧洲情报网
bilberry	'bilbәri	n. 欧洲越桔[医] 越橘
augmented	ɔ:ɡ'mentid	a. 增音的；扩张的；增广的
antechamber	'ænti.tʃeimbә	n. 前厅，候见室[机] 对燃室
agoraphobia	.ægәrә'fәubiә	n. 广场恐怖症[医] 广场恐怖，旷野恐怖
seneca	'senikә	n. 塞内卡族（位于纽约西部）；塞内卡语；塞内卡人
lapland	'læplænd	n. 拉普兰
isherwood	'iʃә(:)wud	伊舍伍德（姓氏）
halsey		n. (Halsey)人名；（英）哈尔西
germain		n. (Germain)人名；（法、葡）热尔曼；（英）杰曼；（西）赫尔马因
dyck		n. (Dyck)人名；（英、荷）戴克；（德、法）迪克
burley	'b\\\\:li	[建] 白莱菸，细纤维菸草
boone	bu:n	n. 布恩（人名）
bamber		n. (Bamber)人名；（德）班贝尔
unequally		adv. 不相等地；不公平地；不均匀地
tog	tɒg	n. 衣服vt. 给穿上
sweatshop	'swet,ʃɔp	n. 血汗工厂
orbiting		v. 轨道运行；轨道运动；转圈（orbit的ing形式）
mirthless	'mә:θlis	a. 不快乐的，悲伤的，阴郁的
hospitalize	'hɒspitәlaiz	vt. 送……进医院治疗[医] 入院
grained	greind	a. 有木纹的，漆成花纹的，去毛的
excreta	ek'skri:tә	n. 排泄物[医] 排泄物，分泌物
ergonomic	,\\\\:^әj'nɔmik	a. 人类环境改造学的
electrochemical	i.lektәu'kemikәl	a. 电气化学的[医] 电化学的
discolouration	diskʌlә'reiʃәn	变[褪，脱]色，漂白
daredevil	'dєә.devәl	n. 铤而走险的人，蛮勇的人a. 蛮勇的，不怕死的
carmelite	'kɑ:mlait	n. （天主教）加尔默罗会修士
brunch	brʌntʃ	n. 早午餐
brassiere	'bræsiә	n. 奶罩
uss		美国（工业）规格，美国（工业）标准，美国参议院
sheena	'ʃi:nә	n. 希娜(f.)
parris		n. (Parris)人名；（英、法、西）帕里斯
parnell	pɑ:'nel	帕内尔（姓氏）
longford	'lɔ:ŋfəd	n. 朗福镇；朗福德；朗福勋爵
alderson		n. (Alderson)人名；（英）奥尔德森
unscramble	.ʌn'skræmbl	vt. 使恢复原状，整理，译出密码
swept	swept	sweep的过去式和过去分词
stratify	'strætifai	vt. （使）成层[经] 分层
herewith	hiә'wiθ	adv. 同此，用此方法
goddamn	'^ɔddæm	a. 该死的，完全的，十足的，讨厌的
dairying	'deәriiŋ	n. 乳制品业
bilaterally	ˌbaɪ'lætərəlɪ	[医]adv.两侧，双向地
animus	'ænimәs	n. 基本态度，敌意，意向[医] 男性意象（精神分析用词）
piedmont	'pi:dmәnt	n. 山麓
madeline		n. 玛德琳（女子名）
elmer	'elmә	n. 埃尔默（男子名）
reinvestment	,ri:in'vestmәnt	[经] 再投资
putrefaction	.pju:tri'fækʃәn	n. 腐败[医] 腐败[作用], 腐化[作用]
polarized	'pəʊləraɪzd	v. 使分化为不同的看法（ polarize的过去式和过去分词 ）
nikon		n. 尼康牌照相机
narcissi	nɑ:'sisai	n. 自我陶醉，自恋
minotaur	'mainәtɒ:	n. 弥诺陶洛斯（人身牛头怪物）
matterhorn	'mætә:,hɔ:n	马塔角，陡角山峰
houseboat	'hausbәut	n. 居住船，游艇
freewheel	'fri:'hwi:l	n. 自由飞轮vi. 随心所欲，凭惯性滑行
doberman	'dəʊbəmən	n. 多伯曼短尾狗
cartographer	kɑ:'tɒgrәfә	n. 地图制作者，制图师
symonds	'saimәndz, 'simәndz	西蒙兹（姓氏）
rickshaw	'rikʃɔ:	n. 人力车，黄包车
rad	ræd	[计] 随机存取装置，快速存取数据，快速存取设备[化] 拉德
penitential	.peni'tenʃәl	a. 忏悔的，赎罪的，苦修的，作为补赎的n. 悔罪者，悔过者，补赎法规
flatulence		n. 肠胃气胀，空虚，自负，浮夸[医] （肠胃）气胀
entomb	in'tu:m	vt. 埋葬
caustically	'kɒ:stikli	adv. 腐蚀地，讥讽地，挖苦地
agribusiness	'ægri.bizinis	n. 农业综合经营[经] 农产品行业
jemima	dʒi'maimә	n. 杰迈玛(f.)
granger	'greindʒә	n. 农夫，农民
gottfried		n. (Gottfried)人名；（英、法、德、波、捷、匈、瑞典）戈特弗里德戈特弗里德
carly		n. 卡莉（女子名）
brewster	'bru:stә	n. （啤）酒酿造者
bengali	beŋ'^ɔ:li	n. 孟加拉人a. 孟加拉的
watermill	ˈwɔ:təmɪl	n. （尤指河旁的）水力磨
timetabling	'taɪm,teblɪŋ	v. （英）为…编时间表（timetable的ing形式）n. 根据时间表安排；制定时间表
dietitian	,daiә'tiʃәn	n. 饮食学家，营养学家[医] 饮食学家
db		[计] 数据库，数据位，数据总线，分贝，判定功能块[化] 分贝
tyke	taik	n. 小孩子，狗（尤指杂种狗）, 卑鄙的人
skiff	skif	n. 小艇，轻舟，小型帆船
meritocracy	.meri'tɒkrәsi	n. 精英领导阶级
landownership	'lænd,әjnәʃip	n. 土地所有
ambassadorial	æm.bæsә'dɒ:riәl	a. 大使的，大使一级的[法] 大使的，使节的
jt		abbr. 连接（joint）；接合（joint）
cumming		n. (Cumming)人名；（英）卡明卡明
conti		n. 康迪酒店；德国康帝航运公司
nuptial	'nʌpʃәl	n. 婚礼a. 婚姻的，婚礼的
osmond		奥斯蒙德（男子名）
lucan	'lu'kən	n. 卢坎（人名）
iberia	ai'biәriә	n. 伊比利亚；伊伯利亚半岛
rounding	'raundiŋ	[计] 舍入[化] 倒圆
polygonal	pә'ligәnәl	a. 多角形的，多边形的[医] 多边形的，多角形的
constipate	'kɒnstipeit	vt. 使秘结，使便秘，使迟钝vi. 便秘
vesuvius	vi'su:vjәs	n. 维苏威火山（意大利西南部）
bernardo		伯纳多（人名）
demagogue	'demәgɒg	n. 煽动者
cutlet	'kʌtlit	n. 肉片，炸肉片，炸肉排
mitford	'mitfәd	米特福德（姓氏）
perchance	pә'tʃɑ:ns	adv. 偶然，恐怕，间或
withers	'wiðәz	n. 马肩隆（马肩骨间的隆起部）；[古]感情，情绪
teardrop	'tiәdrɒp	n. 泪珠，泪珠状物
softener	'sɔfnә	n. 软化剂，硬水软化器[化] 软化剂
objectify	ɒb'dʒektifai	vt. 使客观化
chorister	'kɒristә	n. 唱诗班男童歌手，唱诗队领队
ponte		n. 桥（姓氏）；庞特（姓氏）
yummy	'jʌmi	a. 美味的，可口的，赏心悦目的，愉快的
shopfront	'ʃɔpfrʌnt	n. 店面，店堂
ebenezer	,ebi'ni:zә	埃比尼泽（姓氏）
ting	tiŋ	n. 叮当声，叮叮声v. （使）发叮叮声
liege	li:dʒ	n. 君主，王侯，臣下a. 君主的，臣下的，君臣关系的
tandy		n. (Tandy)人名；（英、德）坦迪
brava	'brɑ:vɑ:	int. [向女性喝彩时用]好啊!
huey		n. 休伊（男子名）
exec	i^'zek	n. 主任参谋，副舰长[计] 执行，执行程序
blighted		a. 挫折，枯萎，摧残，毁损
unseasonal	ʌnˈsi:zənl	a. 非季节性的
taskmaster	'tɑ:sk.mɑ:stә	n. 工头
sidelight	'saidlait	n. 侧线，侧灯，舷灯，杂闻
satirically	sə'tɪrɪklɪ	adv. 讽刺地，讥讽地
jive	dʒaiv	n. 摇摆乐，摇摆舞，假话vi. 跳摇摆舞，欺骗a. 假的
heartwarming	'ha:tˌwɔ:mɪŋ	a. 暖人心房的，感人的
failsafe	'feɪlˌseɪf	破损安全
embattle	im'bætl	vt. 列阵，布阵，整军备战，严阵以待
